x,y,Name,Team,Age
0.28385107985217645,-9.668340578197302,TONY MARTENSSON,Mighty Ducks of Anaheim,23.0
3.698985430844801,-5.015095691132653,NILS EKMAN,Tampa Bay Lightning,23.0
3.671471972760946,3.2428213593182043,NILS EKMAN,Tampa Bay Lightning,24.0
-7.992980718910259,-4.978377110472594,NILS EKMAN,San Jose Sharks,27.0
-6.544793213448985,2.953240347982708,NILS EKMAN,San Jose Sharks,29.0
4.919523376413167,7.807811021544376,NILS EKMAN,Pittsburgh Penguins,30.0
2.6779239491368716,-0.8254247292222994,JOHAN GARPENLOV,Atlanta Thrashers,31.0
-7.267109651191155,0.2248472562944859,MATHIAS TJARNQVIST,Dallas Stars,24.0
-2.173477036536205,10.042098145719127,MATHIAS TJARNQVIST,Dallas Stars,26.0
-9.568128150978188,-0.7925047786482949,MATHIAS TJARNQVIST,Dallas Stars,27.0
6.313873110105835,-4.951184634232574,MATHIAS TJARNQVIST,Phoenix Coyotes,27.0
-9.257916516066446,-2.2011941879286825,MATHIAS TJARNQVIST,Phoenix Coyotes,28.0
-3.5359332889162784,0.06976799347786361,MATHIAS JOHANSSON,Calgary Flames,28.0
10.158733210732503,1.2943965418050625,MATHIAS JOHANSSON,Pittsburgh Penguins,28.0
-2.3179009865183113,9.79495533488473,JORGEN JONSSON,New York Islanders,27.0
9.516980575280368,5.317653253071886,JORGEN JONSSON,Mighty Ducks of Anaheim,27.0
-6.979611077927966,-7.66750335363771,RICKARD WALLIN,Minnesota Wild,22.0
5.343339676733428,-4.581857987881842,RICKARD WALLIN,Minnesota Wild,23.0
3.5035392091559663,7.094116551003065,RICKARD WALLIN,Toronto Maple Leafs,29.0
2.8133085412536145,-10.681167622887177,JOHAN DAVIDSSON,Mighty Ducks of Anaheim,23.0
3.12641230899233,-6.06644298350336,JOHAN DAVIDSSON,New York Islanders,23.0
0.6392247888331279,5.884542427161519,BJORN MELIN,Anaheim Ducks,25.0
1.6746584392237864,-6.510245369714739,JOHAN FRANZEN,Detroit Red Wings,26.0
-5.380113644814564,8.955417869361732,JOHAN FRANZEN,Detroit Red Wings,27.0
1.711948945910555,-1.9199770311131075,JOHAN FRANZEN,Detroit Red Wings,28.0
-0.06270325880188483,-1.5830460422851758,JOHAN FRANZEN,Detroit Red Wings,29.0
-5.757674862582931,1.5331531471283362,JOHAN FRANZEN,Detroit Red Wings,30.0
0.164198890572294,-0.9294133987691898,JOHAN FRANZEN,Detroit Red Wings,31.0
-3.905555559556833,4.154319042646954,JOHAN FRANZEN,Detroit Red Wings,32.0
6.524713305920044,4.582608647399094,JOHAN FRANZEN,Detroit Red Wings,33.0
-2.855931434425477,0.7543747894175112,JOHAN FRANZEN,Detroit Red Wings,34.0
-1.1277736376264955,10.402912879409918,JOHAN FRANZEN,Detroit Red Wings,35.0
-7.529005500922185,6.090308999060996,JOHAN FRANZEN,Detroit Red Wings,36.0
-4.456004657489143,4.102753437940124,JONATHAN HEDSTROM,Mighty Ducks of Anaheim,28.0
4.8794727636136646,-4.758967759300273,FRANS NIELSEN,New York Islanders,22.0
-3.8962971063687193,-9.250047240343239,FRANS NIELSEN,New York Islanders,23.0
-2.9355937842565725,2.6812492085783717,FRANS NIELSEN,New York Islanders,24.0
-0.2691508569705996,-8.780330890858645,FRANS NIELSEN,New York Islanders,25.0
4.108803784451139,-0.3578513010153641,FRANS NIELSEN,New York Islanders,26.0
-8.651438021955439,-0.33904516540004054,FRANS NIELSEN,New York Islanders,27.0
1.107793357766223,3.8865992371298095,FRANS NIELSEN,New York Islanders,28.0
-9.98569113611736,0.9097267071090095,FRANS NIELSEN,New York Islanders,29.0
1.1891646682394588,2.3121577250918897,FRANS NIELSEN,New York Islanders,30.0
5.5018134158328555,-5.705294676548607,FRANS NIELSEN,New York Islanders,31.0
5.208452201432107,-1.8129012326653429,JOAKIM LINDSTROM,Columbus Blue Jackets,23.0
7.479007546941639,0.02699490491102843,JOAKIM LINDSTROM,Columbus Blue Jackets,24.0
-4.475945335225614,-1.8801833298611397,JOAKIM LINDSTROM,Phoenix Coyotes,25.0
0.8891734546125584,-5.56661937491843,JOAKIM LINDSTROM,Colorado Avalanche,28.0
-3.678106665233147,6.103464924179083,JOAKIM LINDSTROM,St. Louis Blues,31.0
-3.94616462862893,6.554430485808404,JOAKIM LINDSTROM,Toronto Maple Leafs,31.0
4.1017510618141575,3.6916903300487434,MATTIAS WEINHANDL,New York Islanders,22.0
4.883518898378172,3.3442827802430326,MATTIAS WEINHANDL,New York Islanders,23.0
6.3531303624152144,1.986717178376895,MATTIAS WEINHANDL,New York Islanders,25.0
8.368204506657763,-2.0828706917336195,MATTIAS WEINHANDL,Minnesota Wild,25.0
10.241261516443156,-0.08514708202673252,MATTIAS WEINHANDL,Minnesota Wild,26.0
-0.8621462557500388,5.570709826902408,JUHA LIND,Dallas Stars,25.0
4.8738878849957255,-8.984897197184317,JUHA LIND,Montreal Canadiens,25.0
-3.173066257298895,0.44376645774213314,JUHA LIND,Montreal Canadiens,26.0
-1.7896103980152616,2.2286725906320197,NIKLAS NORDGREN,Carolina Hurricanes,26.0
-4.205662154131473,2.7017392278376935,HENRIK ZETTERBERG,Detroit Red Wings,22.0
-3.1745694920990655,-6.7540305050002,HENRIK ZETTERBERG,Detroit Red Wings,23.0
6.716250378878333,-2.3265817430258178,HENRIK ZETTERBERG,Detroit Red Wings,25.0
2.0856482536253096,-0.3277940687345387,HENRIK ZETTERBERG,Detroit Red Wings,26.0
